model_id,precision,runtime,Torch Accuracy,Sim Accuracy,Device Accuracy,PSNR_0,PSNR_1,PSNR_2,PSNR_3,PSNR_4,PSNR_5,PSNR_6,PSNR_7,PSNR_8,PSNR_9,date,branch,chipset,dataset_name,dataset_link,split_description,metric_name,metric_unit,metric_description,metric_min,metric_max,metric_threshold,num_samples
efficientnet_b4,float,qnn_dlc,78.2,,78.3,50.54,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_b4,float,qnn_dlc_via_qnn_ep,78.2,,78.3,50.54,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_b4,float,onnx,78.2,,78.3,50.54,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_b4,w8a16,qnn_dlc,78.2,78.1,77.6,41.45,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_b4,w8a16,qnn_dlc_via_qnn_ep,78.2,78.1,0.2,16.47,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_b4,w8a16,onnx,78.2,78.1,77.6,41.45,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,w8a16,qnn_dlc,79.5,79.9,80.0,47.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,w8a16,qnn_dlc_via_qnn_ep,79.5,79.9,80.0,47.55,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,w8a16,onnx,79.5,79.9,80.0,47.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,float,tflite,79.5,,79.8,48.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,float,qnn_dlc,79.5,,79.8,48.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,float,qnn_dlc_via_qnn_ep,79.5,,79.8,48.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientnet_v2_s,float,onnx,79.5,,79.8,48.6,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,float,tflite,80.9,,80.8,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,float,qnn_dlc,80.9,,80.8,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,float,qnn_dlc_via_qnn_ep,80.9,,0.1,10.57,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,float,onnx,80.9,,80.8,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16,qnn_dlc,80.9,0.1,0.1,-119.5,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16,qnn_dlc_via_qnn_ep,80.9,0.1,0.1,-119.5,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16,onnx,80.9,0.1,0.1,-119.5,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16_mixed_fp16,qnn_dlc,80.9,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16_mixed_fp16,qnn_dlc_via_qnn_ep,80.9,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_b2_cls,w8a16_mixed_fp16,onnx,80.9,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16,qnn_dlc,82.8,0.1,0.1,-119.4,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16,qnn_dlc_via_qnn_ep,82.8,0.1,0.1,-119.4,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16,onnx,82.8,0.1,0.1,-119.4,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,float,tflite,82.8,,79.6,24.49,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,float,qnn_dlc,82.8,,79.5,24.49,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,float,qnn_dlc_via_qnn_ep,82.8,,79.5,24.49,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,float,onnx,82.8,,79.5,24.49,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16_mixed_fp16,qnn_dlc,82.8,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16_mixed_fp16,qnn_dlc_via_qnn_ep,82.8,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_cls,w8a16_mixed_fp16,onnx,82.8,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet,https://www.image-net.org/,validation split,Top-1 Accuracy,%,Percentage of top 1 model predictions that are correct.,0.0,100.0,10.0,1000.0
efficientvit_l2_seg,float,tflite,81.4,,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
efficientvit_l2_seg,float,qnn_dlc,81.4,,15.4,14.21,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
efficientvit_l2_seg,float,qnn_dlc_via_qnn_ep,81.4,,15.4,14.21,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
efficientvit_l2_seg,float,onnx,81.4,,15.4,14.21,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
esrgan,w8a16,qnn_dlc,27.1,27.0,27.0,46.28,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,w8a16,qnn_dlc_via_qnn_ep,27.1,27.0,27.0,46.28,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,w8a16,onnx,27.1,27.0,27.0,46.28,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,float,tflite,27.1,,27.1,61.68,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,float,qnn_dlc,27.1,,27.1,61.68,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,float,qnn_dlc_via_qnn_ep,27.1,,27.1,61.68,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
esrgan,float,onnx,27.1,,27.1,61.68,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,bsd300,https://www2.eecs.berkeley.edu/Research/Projects/CS/vision/bsds/,test split,Peak Signal-to-Noise Ratio (PSNR),dB,A measure of how similar two images are.,0.0,,10.0,100.0
mask2former,float,qnn_dlc_via_qnn_ep,0.423,,0.418,28.51,22.94,35.53,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_panoptic_seg,https://cocodataset.org/#home,val2017 split,Panoptic Quality,PQ,A measure of how well all objects in the image were correctly identified and segmented.,0.0,1.0,0.1,100.0
mask2former,float,qnn_context_binary,0.423,,0.419,28.38,22.84,35.35,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_panoptic_seg,https://cocodataset.org/#home,val2017 split,Panoptic Quality,PQ,A measure of how well all objects in the image were correctly identified and segmented.,0.0,1.0,0.1,100.0
mask2former,float,precompiled_qnn_onnx,0.423,,0.0459,13.86,9.608,17.16,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,coco_panoptic_seg,https://cocodataset.org/#home,val2017 split,Panoptic Quality,PQ,A measure of how well all objects in the image were correctly identified and segmented.,0.0,1.0,0.1,100.0
mediapipe_pose,float,qnn_dlc_via_qnn_ep,,,,75.29,75.94,67.48,65.41,63.39,72.41,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
mediapipe_pose,float,qnn_context_binary,,,,75.29,75.94,67.48,65.41,63.39,72.41,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
mediapipe_pose,float,precompiled_qnn_onnx,,,,75.29,75.94,67.48,65.41,63.39,72.41,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
mediapipe_pose,w8a8,qnn_dlc_via_qnn_ep,,,,39.68,37.16,33.57,32.96,32.65,41.51,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
mediapipe_pose,w8a8,qnn_context_binary,,,,40.6,38.69,34.73,39.13,32.65,39.77,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
mediapipe_pose,w8a8,precompiled_qnn_onnx,,,,40.6,38.69,34.73,39.13,32.65,39.77,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_en,mixed_with_float,qnn_dlc_via_qnn_ep,,,,100.0,100.0,91.39,83.85,87.53,100.0,,33.93,40.78,11.11,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_en,mixed_with_float,voice_ai,,,,100.0,100.0,91.39,83.85,87.53,100.0,,33.93,40.92,11.11,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_es,mixed_with_float,qnn_dlc_via_qnn_ep,,,,100.0,100.0,94.08,81.31,82.97,100.0,,37.39,11.11,9.503,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_es,mixed_with_float,voice_ai,,,,100.0,100.0,94.08,81.31,82.97,100.0,,37.39,11.11,9.521,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_zh,mixed_with_float,qnn_dlc_via_qnn_ep,,,,100.0,100.0,92.76,84.03,87.97,100.0,,20.43,44.53,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
melotts_zh,mixed_with_float,voice_ai,,,,100.0,100.0,92.76,84.03,87.97,100.0,,20.43,44.48,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
opus_mt_en_es,float,qnn_dlc_via_qnn_ep,,,,15.96,20.91,15.02,15.18,16.02,15.39,15.45,14.74,14.04,14.72,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
opus_mt_en_es,float,voice_ai,,,,15.96,20.91,15.02,15.18,16.02,15.39,15.45,14.74,14.04,14.72,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
eyegaze,w8a16,qnn_dlc,16.9,12.0,12.0,-inf,-20.19,-26.36,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,w8a16,qnn_dlc_via_qnn_ep,16.9,12.0,12.0,-inf,-20.19,-26.36,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,w8a16,onnx,16.9,12.0,12.0,-inf,-20.19,-26.36,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,float,tflite,16.9,,16.9,78.94,63.78,63.44,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,float,qnn_dlc,16.9,,16.9,78.91,63.77,63.37,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,float,qnn_dlc_via_qnn_ep,16.9,,16.9,78.98,63.83,63.63,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
eyegaze,float,onnx,16.9,,16.9,78.98,64.06,63.38,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,mpiigaze,http://datasets.d2.mpi-inf.mpg.de/MPIIGaze/MPIIGaze.tar.gz,evaluation subset,Mean Angular Error,MAE (Degrees),Mean angular error between predicted and ground truth gaze directions. Lower is better.,0.0,,5.0,500.0
face_attrib_net,float,tflite,100.0,,51.0,3.365,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,float,qnn_dlc,100.0,,50.0,6.121,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,float,qnn_dlc_via_qnn_ep,100.0,,49.8,6.141,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,float,onnx,100.0,,50.0,6.082,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,w8a8,tflite,100.0,99.8,100.0,38.28,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,w8a8,qnn_dlc,100.0,99.8,100.0,38.24,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,w8a8,qnn_dlc_via_qnn_ep,100.0,99.8,100.0,38.24,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_attrib_net,w8a8,onnx,100.0,99.8,100.0,38.24,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_attrib_dataset,,,,,,500.0,,,
face_det_lite,w8a16_mixed_int16,qnn_dlc,71.4,72.0,71.8,20.25,24.05,26.26,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a16_mixed_int16,qnn_dlc_via_qnn_ep,71.4,72.0,0.0,8.339,-6.571,2.995,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a16_mixed_int16,onnx,71.4,72.0,71.8,20.25,24.05,26.26,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,float,tflite,71.4,,71.3,50.26,50.54,52.13,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,float,qnn_dlc,71.4,,71.4,50.2,50.51,52.08,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,float,qnn_dlc_via_qnn_ep,71.4,,71.4,50.2,50.51,52.08,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,float,onnx,71.4,,71.4,50.2,50.51,52.08,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a16,qnn_dlc,71.4,69.1,69.1,21.47,24.41,26.78,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a16,qnn_dlc_via_qnn_ep,71.4,69.1,69.1,21.47,24.41,26.78,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a16,onnx,71.4,69.1,69.1,21.47,24.41,26.78,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a8,tflite,71.4,68.7,68.8,20.73,10.02,22.28,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a8,qnn_dlc,71.4,68.7,68.8,20.72,10.02,22.28,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a8,qnn_dlc_via_qnn_ep,71.4,68.7,68.9,20.72,10.02,22.28,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
face_det_lite,w8a8,onnx,71.4,68.7,68.9,20.72,10.02,22.28,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,face_det_lite,,,,,,1000.0,,,
facemap_3dmm,w8a8,tflite,0.0304,0.066,0.0675,42.63,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,w8a8,qnn_dlc,0.0304,0.066,0.0667,42.63,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,w8a8,qnn_dlc_via_qnn_ep,0.0304,0.066,0.0664,42.62,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,w8a8,onnx,0.0304,0.066,0.0664,42.62,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,float,tflite,0.0304,,0.0304,85.57,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,float,qnn_dlc,0.0304,,0.0304,86.25,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,float,qnn_dlc_via_qnn_ep,0.0304,,0.0304,86.25,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
facemap_3dmm,float,onnx,0.0304,,0.0304,86.25,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,facemap_3dmm_dataset,,,,,,400.0,,,
fastsam_s,float,tflite,,,,52.56,53.69,51.07,52.51,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_s,float,qnn_dlc,,,,52.56,53.69,51.07,52.51,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_s,float,qnn_dlc_via_qnn_ep,,,,52.56,55.06,51.07,52.51,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_s,float,onnx,,,,52.53,55.08,51.05,52.49,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_x,float,tflite,,,,50.69,46.19,44.25,45.76,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_x,float,qnn_dlc,,,,50.69,46.19,44.25,45.76,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
fastsam_x,float,qnn_dlc_via_qnn_ep,,,,50.69,46.24,44.25,45.76,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,,,,,,,,,,
