model_id,precision,runtime,Torch Accuracy,Sim Accuracy,Device Accuracy,PSNR_0,PSNR_1,PSNR_2,PSNR_3,PSNR_4,PSNR_5,PSNR_6,PSNR_7,PSNR_8,PSNR_9,date,branch,chipset,dataset_name,dataset_link,split_description,metric_name,metric_unit,metric_description,metric_min,metric_max,metric_threshold,num_samples
ddcolor,w8a8,tflite,38.3,72.1,74.4,27.47,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a8,qnn_dlc,38.3,72.1,146.0,14.11,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a8,qnn_dlc_via_qnn_ep,38.3,72.1,147.0,14.28,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a8,onnx,38.3,72.1,145.0,14.49,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,float,tflite,38.3,,29.4,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,float,qnn_dlc,38.3,,38.5,61.38,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,float,qnn_dlc_via_qnn_ep,38.3,,83.7,39.45,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,float,onnx,38.3,,60.8,38.3,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a16,qnn_dlc,38.3,46.7,,,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a16,qnn_dlc_via_qnn_ep,38.3,46.7,141.0,17.9,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddcolor,w8a16,onnx,38.3,46.7,141.0,17.9,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,imagenet_colorization,https://www.image-net.org/,validation split,Colorfulness,,A measure of how varied the colors are in the image.,0.0,,10.0,500.0
ddrnet23_slim,float,tflite,77.6,,77.5,31.81,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
ddrnet23_slim,float,qnn_dlc,77.6,,77.5,31.81,,,,,,,,,,2026-04-19,main,qualcomm-snapdragon-8-elite-for-galaxy,cityscapes,https://www.cityscapes-dataset.com/,validation split,Mean Intersection Over Union,mIOU,Overlap of predicted and expected segmentation divided by the union size.,0.0,100.0,10.0,50.0
